Ensembl Gene ID	Gene Symbol
ENSG00000106341	PPP1R17
ENSG00000259915	-
ENSG00000253228	-
ENSG00000078177	N4BP2
ENSG00000207267	-
ENSG00000073008	PVR
ENSG00000179598	PLD6
ENSG00000232692	-
ENSG00000229153	-
ENSG00000212473	-
ENSG00000227238	-
ENSG00000211668	-
ENSG00000227581	-
ENSG00000212485	-
ENSG00000218732	-
ENSG00000226976	-
ENSG00000221002	-
ENSG00000223719	-
ENSG00000212590	-
ENSG00000258150	-
ENSG00000222378	-
ENSG00000254941	-
ENSG00000267449	-
ENSG00000248364	-
ENSG00000248323	-
ENSG00000255286	-
ENSG00000180354	MTURN
ENSG00000265262	-
ENSG00000241269	-
ENSG00000030582	GRN
ENSG00000265516	-
ENSG00000105246	EBI3
ENSG00000207097	-
ENSG00000279259	-
ENSG00000251799	-
ENSG00000277882	-
ENSG00000117543	DPH5
ENSG00000234537	-
ENSG00000233354	-
ENSG00000186470	BTN3A2
ENSG00000280468	-
ENSG00000253182	-
ENSG00000207336	-
ENSG00000252182	-
ENSG00000179420	-
ENSG00000244932	-
ENSG00000161681	SHANK1
ENSG00000254840	-
ENSG00000187472	-
ENSG00000227769	-
ENSG00000037474	NSUN2
ENSG00000217824	-
ENSG00000281327	-
ENSG00000188938	FAM120AOS
ENSG00000270402	-
ENSG00000229247	-
ENSG00000229067	-
ENSG00000279850	-
ENSG00000233709	-
ENSG00000181800	-
ENSG00000267491	-
ENSG00000248351	-
ENSG00000244128	-
ENSG00000215606	-
ENSG00000255389	-
ENSG00000136936	XPA
ENSG00000243224	-
ENSG00000197953	AADACL2
ENSG00000213889	PPM1N
ENSG00000231478	-
ENSG00000276706	-
ENSG00000225990	-
ENSG00000197879	MYO1C
ENSG00000281337	-
ENSG00000207134	-
ENSG00000266591	-
ENSG00000278512	-
ENSG00000237524	TEX51
ENSG00000233277	-
ENSG00000240531	-
ENSG00000225878	-
ENSG00000222496	-
ENSG00000198876	DCAF12
ENSG00000225925	-
ENSG00000160072	ATAD3B
ENSG00000256100	-
ENSG00000231442	-
ENSG00000197714	ZNF460
ENSG00000105642	KCNN1
ENSG00000224969	-
ENSG00000261734	-
ENSG00000197753	LHFPL5
ENSG00000169903	TM4SF4
ENSG00000171611	PTCRA
ENSG00000171295	ZNF440
ENSG00000266017	-
ENSG00000265730	-
ENSG00000254663	-
ENSG00000124721	DNAH8
ENSG00000280278	-
ENSG00000228217	-
ENSG00000223080	-
ENSG00000070831	CDC42
ENSG00000215094	-
ENSG00000225931	-
ENSG00000196453	ZNF777
ENSG00000237986	-
ENSG00000136867	SLC31A2
ENSG00000236187	-
ENSG00000243056	EIF4EBP3
ENSG00000233998	-
ENSG00000085491	SLC25A24
ENSG00000225690	-
ENSG00000163449	TMEM169
ENSG00000234435	-
ENSG00000233885	-
ENSG00000258895	-
ENSG00000165983	PTER
ENSG00000280286	-
ENSG00000265463	-
ENSG00000242611	-
ENSG00000226327	-
ENSG00000196289	BECN2
ENSG00000227363	-
ENSG00000226276	-
ENSG00000033327	GAB2
ENSG00000132661	NXT1
ENSG00000231756	-
ENSG00000205060	SLC35B4
ENSG00000233891	-
ENSG00000255323	-
ENSG00000262445	-
ENSG00000278908	-
ENSG00000199672	-
ENSG00000242135	-
ENSG00000065183	WDR3
ENSG00000224338	-
ENSG00000234702	-
ENSG00000223806	-
ENSG00000223717	-
ENSG00000242021	-
ENSG00000212032	-
ENSG00000264434	-
ENSG00000226204	-
ENSG00000249017	-
ENSG00000189409	MMP23B
ENSG00000233503	-
ENSG00000169372	CRADD
ENSG00000229221	-
ENSG00000239490	-
ENSG00000276741	-
ENSG00000241506	-
ENSG00000234231	-
ENSG00000212807	OR2A42
ENSG00000178764	ZHX2
ENSG00000125780	TGM3
ENSG00000165623	UCMA
ENSG00000163116	STPG2
ENSG00000180638	SLC47A2
ENSG00000265856	-
ENSG00000236013	-
ENSG00000019485	PRDM11
ENSG00000227624	-
ENSG00000088256	GNA11
ENSG00000253532	-
ENSG00000277777	-
ENSG00000231544	-
ENSG00000231995	-
ENSG00000280620	-
ENSG00000165837	ERICH6B
ENSG00000095564	BTAF1
ENSG00000128596	CCDC136
ENSG00000278171	-
ENSG00000254798	-
ENSG00000237279	-
ENSG00000179082	-
ENSG00000249471	ZNF324B
ENSG00000243730	-
ENSG00000233055	-
ENSG00000149115	TNKS1BP1
ENSG00000263805	-
ENSG00000241932	-
ENSG00000154655	L3MBTL4
ENSG00000272619	-
ENSG00000232442	-
ENSG00000231576	-
ENSG00000265611	-
ENSG00000236673	-
ENSG00000215014	-
ENSG00000231989	PPP1R2B
ENSG00000242014	-
ENSG00000263081	-
ENSG00000184702	SEPTIN5
ENSG00000232543	-
ENSG00000273000	-
ENSG00000226781	-
ENSG00000266944	-
ENSG00000233680	-
ENSG00000257872	-
ENSG00000125730	C3
ENSG00000176043	-
ENSG00000223548	-
ENSG00000070814	TCOF1
ENSG00000132274	TRIM22
ENSG00000196932	TMEM26
ENSG00000174796	THAP6
ENSG00000239763	-
ENSG00000280488	-
ENSG00000258385	-
ENSG00000204187	-
ENSG00000263507	-
ENSG00000274712	-
ENSG00000172893	DHCR7
ENSG00000267363	-
ENSG00000211892	-
ENSG00000204006	C1orf185
ENSG00000259300	-
ENSG00000140995	DEF8
ENSG00000112874	NUDT12
ENSG00000118680	MYL12B
ENSG00000266859	-
ENSG00000278492	-
ENSG00000174332	GLIS1
ENSG00000232021	-
ENSG00000105649	RAB3A
ENSG00000267193	-
ENSG00000119125	GDA
ENSG00000265185	-
ENSG00000278985	-
ENSG00000115464	USP34
ENSG00000281190	-
ENSG00000133321	PLAAT4
ENSG00000201742	-
ENSG00000189308	LIN54
ENSG00000236264	-
ENSG00000169214	OR6F1
ENSG00000227013	-
ENSG00000267439	-
ENSG00000201033	-
ENSG00000200526	-
ENSG00000232797	-
ENSG00000206779	-
ENSG00000253790	-
ENSG00000103168	TAF1C
ENSG00000168421	RHOH
ENSG00000231772	-
ENSG00000241313	-
ENSG00000255428	-
ENSG00000265371	-
ENSG00000073792	IGF2BP2
ENSG00000281710	-
ENSG00000206704	-
ENSG00000170296	GABARAP
ENSG00000199453	-
ENSG00000262052	-
ENSG00000198390	KRTAP13-1
ENSG00000236266	-
ENSG00000280485	-
ENSG00000237976	-
ENSG00000200774	-
ENSG00000271676	-
ENSG00000231212	-
ENSG00000201827	-
ENSG00000276578	-
ENSG00000250033	-
ENSG00000071282	LMCD1
ENSG00000275601	-
ENSG00000228948	-
ENSG00000182827	ACBD3
ENSG00000204899	MZT1
ENSG00000232149	-
ENSG00000253507	-
ENSG00000054967	RELT
ENSG00000069764	PLA2G10
ENSG00000143258	USP21
ENSG00000176256	HMGB4
ENSG00000278085	CT45A8
ENSG00000230444	-
ENSG00000246375	-
ENSG00000166069	TMCO5A
ENSG00000261461	-
ENSG00000212366	-
ENSG00000189332	-
ENSG00000265199	-
ENSG00000206228	-
ENSG00000239185	-
ENSG00000140941	MAP1LC3B
ENSG00000233930	-
ENSG00000134007	ADAM20
ENSG00000279521	-
ENSG00000204843	DCTN1
ENSG00000238778	-
ENSG00000233461	-
ENSG00000187758	ADH1A
ENSG00000158773	USF1
ENSG00000263432	-
ENSG00000235626	-
ENSG00000234152	-
ENSG00000203757	OR6K3
ENSG00000233929	-
ENSG00000158258	CLSTN2
ENSG00000189136	-
ENSG00000221806	-
ENSG00000206927	-
ENSG00000259724	-
ENSG00000259368	-
ENSG00000200860	-
ENSG00000264642	-
ENSG00000171817	ZNF540
ENSG00000253884	-
ENSG00000221420	-
ENSG00000276877	-
ENSG00000270588	-
ENSG00000125633	CCDC93
ENSG00000176177	ENTHD1
ENSG00000169330	MINAR1
ENSG00000094661	OR1I1
ENSG00000196678	ERI2
ENSG00000257207	-
ENSG00000273038	-
ENSG00000250574	-
ENSG00000235279	-
ENSG00000151704	KCNJ1
ENSG00000232155	-
ENSG00000241590	-
ENSG00000197213	ZSCAN5B
ENSG00000224681	-
ENSG00000232775	-
ENSG00000260095	-
ENSG00000229794	-
ENSG00000272096	-
ENSG00000259413	-
ENSG00000281110	-
ENSG00000260720	-
ENSG00000256737	-
ENSG00000180475	OR10Q1
ENSG00000199059	-
ENSG00000240828	-
ENSG00000183753	BPY2
ENSG00000253019	-
ENSG00000250546	-
ENSG00000130748	TMEM160
ENSG00000232168	-
ENSG00000159239	-
ENSG00000187987	ZSCAN23
ENSG00000103832	-
ENSG00000136521	NDUFB5
ENSG00000253035	-
ENSG00000182087	TMEM259
ENSG00000138395	CDK15
ENSG00000226141	-
ENSG00000143933	CALM2
ENSG00000143493	INTS7
ENSG00000221749	-
ENSG00000280862	-
ENSG00000005194	CIAPIN1
ENSG00000253142	-
ENSG00000130254	SAFB2
ENSG00000261079	-
ENSG00000270076	-
ENSG00000117525	F3
ENSG00000239197	-
ENSG00000112499	SLC22A2
ENSG00000201523	-
ENSG00000183844	FAM3B
ENSG00000264539	-
ENSG00000238005	-
ENSG00000279303	-
ENSG00000277311	-
ENSG00000090932	DLL3
ENSG00000250144	-
ENSG00000279677	-
ENSG00000267722	-
ENSG00000113369	ARRDC3
ENSG00000277502	-
ENSG00000238019	-
ENSG00000249279	-
ENSG00000238069	-
ENSG00000236268	-
ENSG00000223349	-
ENSG00000131469	RPL27
ENSG00000277199	-
ENSG00000264525	-
ENSG00000259371	-
ENSG00000253715	-
ENSG00000239511	-
ENSG00000154277	UCHL1
ENSG00000206679	-
ENSG00000230386	-
ENSG00000273545	-
ENSG00000251756	-
ENSG00000279748	-
ENSG00000114771	AADAC
ENSG00000180613	GSX2
ENSG00000272234	-
ENSG00000176716	-
ENSG00000274759	-
ENSG00000230005	-
ENSG00000226690	-
ENSG00000252714	-
ENSG00000257097	-
ENSG00000235742	-
ENSG00000277612	-
ENSG00000250742	-
ENSG00000189166	-
ENSG00000251720	-
ENSG00000185608	MRPL40
ENSG00000125089	SH3TC1
ENSG00000267100	-
ENSG00000163517	HDAC11
ENSG00000183476	SH2D7
ENSG00000273778	-
ENSG00000196395	-
ENSG00000135604	STX11
ENSG00000271781	-
ENSG00000213250	-
ENSG00000261130	MPV17L
ENSG00000259275	-
ENSG00000255281	-
ENSG00000271763	-
ENSG00000108582	CPD
ENSG00000250802	-
ENSG00000281025	-
ENSG00000221464	-
ENSG00000220378	-
ENSG00000091527	CDV3
ENSG00000255835	-
ENSG00000126351	THRA
ENSG00000234969	-
ENSG00000207613	-
ENSG00000252867	-
ENSG00000254279	-
ENSG00000226516	-
ENSG00000277173	-
ENSG00000271402	-
ENSG00000206866	-
ENSG00000182583	VCX
ENSG00000277950	-
ENSG00000204128	C2orf72
ENSG00000186162	-
ENSG00000272226	-
ENSG00000231606	-
ENSG00000271632	-
ENSG00000230516	-
ENSG00000215601	-
ENSG00000255628	-
ENSG00000207603	-
ENSG00000213401	MAGEA12
ENSG00000250655	-
ENSG00000267082	-
ENSG00000232883	-
ENSG00000088836	SLC4A11
ENSG00000123636	BAZ2B
ENSG00000180834	MAP6D1
ENSG00000205649	HTN3
ENSG00000266338	NBPF15
ENSG00000253908	-
ENSG00000170473	PYM1
ENSG00000178665	ZNF713
ENSG00000213590	-
ENSG00000238627	-
ENSG00000261121	-
ENSG00000142892	PIGK
ENSG00000135862	LAMC1
ENSG00000234488	-
ENSG00000258344	-
ENSG00000232309	-
ENSG00000130338	TULP4
ENSG00000219201	-
ENSG00000235689	-
ENSG00000250174	-
ENSG00000165188	RNF183
ENSG00000152766	ANKRD22
ENSG00000099998	GGT5
ENSG00000143632	ACTA1
ENSG00000225415	-
ENSG00000270911	-
ENSG00000279406	-
ENSG00000198836	OPA1
ENSG00000215972	-
ENSG00000108953	YWHAE
ENSG00000255663	-
ENSG00000163867	ZMYM6
ENSG00000239158	-
ENSG00000263015	-
ENSG00000167526	RPL13
ENSG00000228730	-
ENSG00000241458	-
ENSG00000222740	-
ENSG00000253561	-
ENSG00000249647	-
ENSG00000238025	-
ENSG00000160959	LRRC14
ENSG00000258111	-
ENSG00000265934	-
ENSG00000230109	-
ENSG00000220139	-
ENSG00000141428	C18orf21
ENSG00000259511	UBE2Q2L
ENSG00000264313	-
ENSG00000183260	ABHD16B
ENSG00000270872	-
ENSG00000264365	-
ENSG00000256525	POLG2
ENSG00000237359	-
ENSG00000224816	-
ENSG00000101126	ADNP
ENSG00000160688	FLAD1
ENSG00000166797	CIAO2A
ENSG00000183049	CAMK1D
ENSG00000222736	-
ENSG00000253468	-
ENSG00000275390	-
ENSG00000276890	-
ENSG00000254710	-
ENSG00000223274	-
ENSG00000248748	-
ENSG00000250048	-
ENSG00000232223	-
ENSG00000140044	JDP2
ENSG00000235292	-
ENSG00000217272	-
ENSG00000200888	-
ENSG00000237571	-
ENSG00000174996	KLC2
ENSG00000279696	-
ENSG00000170471	RALGAPB
ENSG00000251025	-
ENSG00000212031	-
ENSG00000248635	-
ENSG00000281372	-
ENSG00000235480	-
ENSG00000185303	SFTPA2
ENSG00000222032	-
ENSG00000258586	-
ENSG00000255557	-
ENSG00000256197	-
ENSG00000170477	KRT4
ENSG00000260836	-
ENSG00000129028	THAP10
ENSG00000138892	TTLL8
ENSG00000223335	-
ENSG00000264297	-
ENSG00000270766	-
ENSG00000116791	CRYZ
ENSG00000207693	-
ENSG00000212379	-
ENSG00000182473	EXOC7
ENSG00000258555	-
ENSG00000100867	DHRS2
ENSG00000162813	BPNT1
ENSG00000212458	-
ENSG00000278321	-
ENSG00000259352	-
ENSG00000275250	-
ENSG00000140459	CYP11A1
ENSG00000207951	-
ENSG00000167522	ANKRD11
ENSG00000082497	SERTAD4
ENSG00000233553	-
ENSG00000236081	-
ENSG00000253012	-
ENSG00000252625	-
ENSG00000139437	TCHP
ENSG00000219135	-
ENSG00000047644	WWC3
ENSG00000213123	TCTEX1D2
ENSG00000267557	-
ENSG00000266778	-
ENSG00000279674	-
ENSG00000201210	-
ENSG00000159184	HOXB13
ENSG00000228718	-
ENSG00000168894	RNF181
ENSG00000078403	MLLT10
ENSG00000274127	-
ENSG00000221137	-
ENSG00000150625	GPM6A
ENSG00000124194	GDAP1L1
ENSG00000213133	-
ENSG00000196557	CACNA1H
ENSG00000102081	FMR1
ENSG00000237011	-
ENSG00000218459	-
ENSG00000217159	-
ENSG00000214021	TTLL3
ENSG00000089472	HEPH
ENSG00000270139	-
ENSG00000255425	-
ENSG00000132570	PCBD2
ENSG00000165915	SLC39A13
ENSG00000234862	-
ENSG00000106268	NUDT1
ENSG00000232215	-
ENSG00000240682	ISY1
ENSG00000227409	-
ENSG00000237510	-
ENSG00000226999	-
ENSG00000239182	-
ENSG00000274353	-
ENSG00000271077	-
ENSG00000179799	-
ENSG00000264907	-
ENSG00000261428	-
ENSG00000272944	-
ENSG00000275158	-
ENSG00000232069	-
ENSG00000280673	-
ENSG00000167460	TPM4
ENSG00000198681	MAGEA1
ENSG00000275223	-
ENSG00000149573	MPZL2
ENSG00000163071	SPATA18
ENSG00000249493	-
ENSG00000130159	ECSIT
ENSG00000143751	SDE2
ENSG00000273674	-
ENSG00000261673	-
ENSG00000280650	-
ENSG00000230116	-
ENSG00000212460	-
ENSG00000140563	MCTP2
ENSG00000148408	CACNA1B
ENSG00000261816	-
ENSG00000265638	-
ENSG00000005243	COPZ2
ENSG00000204421	LY6G6C
ENSG00000251957	-
ENSG00000110169	HPX
ENSG00000274012	-
ENSG00000140478	GOLGA6D
ENSG00000249700	-
ENSG00000265376	-
ENSG00000215041	NEURL4
ENSG00000225246	-
ENSG00000243312	-
ENSG00000249483	-
ENSG00000221573	-
ENSG00000254431	-
ENSG00000250760	-
ENSG00000214203	-
ENSG00000228257	-
ENSG00000266691	-
ENSG00000182574	-
ENSG00000215991	-
ENSG00000175756	AURKAIP1
ENSG00000214819	CDRT15L2
ENSG00000051009	FAM160A2
ENSG00000134317	GRHL1
ENSG00000212363	-
ENSG00000094804	CDC6
ENSG00000115216	NRBP1
ENSG00000265978	-
ENSG00000250234	-
ENSG00000261216	-
ENSG00000224714	-
ENSG00000244953	-
ENSG00000279749	-
ENSG00000252313	-
ENSG00000224548	-
ENSG00000157796	WDR19
ENSG00000207150	-
ENSG00000142178	SIK1
ENSG00000206073	SERPINB4
ENSG00000225063	-
ENSG00000162571	TTLL10
ENSG00000211801	-
ENSG00000225545	-
ENSG00000263794	-
ENSG00000211534	-
ENSG00000263639	MSMB
ENSG00000072210	ALDH3A2
ENSG00000133661	SFTPD
ENSG00000198488	B3GNT6
ENSG00000232292	-
ENSG00000151532	VTI1A
ENSG00000279784	-
ENSG00000271275	-
ENSG00000184698	OR51M1
ENSG00000271095	-
ENSG00000144837	PLA1A
ENSG00000178809	TRIM73
ENSG00000179698	WDR97
ENSG00000197140	ADAM32
ENSG00000237466	-
ENSG00000177553	-
ENSG00000244432	-
ENSG00000202497	-
ENSG00000224595	-
ENSG00000227421	-
ENSG00000231128	-
ENSG00000166529	ZSCAN21
ENSG00000251223	-
ENSG00000105383	CD33
ENSG00000212257	-
ENSG00000261744	-
ENSG00000227348	-
ENSG00000142025	DMRTC2
ENSG00000123737	EXOSC9
ENSG00000224986	-
ENSG00000273228	-
ENSG00000151500	THYN1
ENSG00000082516	GEMIN5
ENSG00000204669	C9orf57
ENSG00000277479	-
ENSG00000251434	-
ENSG00000174652	ZNF266
ENSG00000120669	SOHLH2
ENSG00000257743	MGAM2
ENSG00000158163	DZIP1L
ENSG00000183347	GBP6
ENSG00000225900	-
ENSG00000266832	-
ENSG00000275055	-
ENSG00000113327	GABRG2
ENSG00000214141	-
ENSG00000181035	SLC25A42
ENSG00000231020	-
ENSG00000146285	SCML4
ENSG00000280368	-
ENSG00000258390	-
ENSG00000265250	-
ENSG00000084636	COL16A1
ENSG00000241499	-
ENSG00000167207	NOD2
ENSG00000171984	SHLD1
ENSG00000142937	RPS8
ENSG00000271536	-
ENSG00000197070	ARRDC1
ENSG00000138688	KIAA1109
ENSG00000225881	-
ENSG00000008277	ADAM22
ENSG00000274149	-
ENSG00000130950	NUTM2F
ENSG00000140505	CYP1A2
ENSG00000262322	-
ENSG00000242151	-
ENSG00000273287	-
ENSG00000250979	-
ENSG00000139719	VPS33A
ENSG00000152234	ATP5F1A
ENSG00000279300	-
ENSG00000179071	CCDC89
ENSG00000276148	-
ENSG00000278052	-
ENSG00000237757	-
ENSG00000236053	-
ENSG00000217929	-
ENSG00000261226	-
ENSG00000100697	DICER1
ENSG00000133665	DYDC2
ENSG00000232502	-
ENSG00000233766	-
ENSG00000274183	H2AB1
ENSG00000188386	PPP3R2
ENSG00000099999	RNF215
ENSG00000206187	-
ENSG00000185437	SH3BGR
ENSG00000251398	-
ENSG00000262039	-
ENSG00000237747	-
ENSG00000278859	-
ENSG00000281058	-
ENSG00000265705	-
ENSG00000259708	-
ENSG00000226254	-
ENSG00000202264	-
ENSG00000261218	-
ENSG00000271584	-
ENSG00000251009	-
ENSG00000134419	RPS15A
ENSG00000162631	NTNG1
ENSG00000252901	-
ENSG00000258843	-
ENSG00000100888	CHD8
ENSG00000123901	GPR83
ENSG00000279824	-
ENSG00000224906	-
ENSG00000228412	-
ENSG00000159214	CCDC24
ENSG00000273297	-
ENSG00000280473	-
ENSG00000222020	-
ENSG00000263744	-
ENSG00000261424	-
ENSG00000242968	-
ENSG00000196944	OR2T4
ENSG00000137965	IFI44
ENSG00000179271	GADD45GIP1
ENSG00000273170	-
ENSG00000159212	CLIC6
ENSG00000008118	CAMK1G
ENSG00000269378	-
ENSG00000261188	-
ENSG00000257920	-
ENSG00000153140	CETN3
ENSG00000115318	LOXL3
ENSG00000226633	-
ENSG00000237990	-
ENSG00000197826	CFAP299
ENSG00000225828	FAM229A
ENSG00000277661	-
ENSG00000267609	-
ENSG00000230499	-
ENSG00000236234	-
ENSG00000212555	-
ENSG00000273897	-
ENSG00000263645	-
ENSG00000259732	-
ENSG00000251862	-
ENSG00000262772	-
ENSG00000141744	PNMT
ENSG00000114383	TUSC2
ENSG00000269526	ERVV-1
ENSG00000230923	-
ENSG00000166340	TPP1
ENSG00000165782	PIP4P1
ENSG00000163207	IVL
ENSG00000196998	WDR45
ENSG00000256199	-
ENSG00000227213	-
ENSG00000257853	-
ENSG00000251595	-
ENSG00000249375	-
ENSG00000145824	CXCL14
ENSG00000260507	-
ENSG00000166987	MBD6
ENSG00000242551	-
ENSG00000221318	-
ENSG00000251761	-
ENSG00000280056	-
ENSG00000179059	ZFP42
ENSG00000162753	SLC9C2
ENSG00000242325	-
ENSG00000220343	-
ENSG00000276949	-
ENSG00000267036	-
ENSG00000259890	-
ENSG00000100908	EMC9
ENSG00000197217	ENTPD4
ENSG00000150753	CCT5
ENSG00000254122	PCDHGB7
ENSG00000242952	-
ENSG00000242339	-
ENSG00000270624	-
ENSG00000183018	SPNS2
ENSG00000184293	CLECL1
ENSG00000279168	-
ENSG00000281034	-
ENSG00000249167	-
ENSG00000240205	-
ENSG00000280717	-
ENSG00000230910	-
ENSG00000114439	BBX
ENSG00000175619	OR4B1
ENSG00000243678	NME2
ENSG00000240882	-
ENSG00000241131	-
ENSG00000139218	SCAF11
ENSG00000215227	-
ENSG00000184100	-
ENSG00000214269	-
ENSG00000224368	-
ENSG00000216921	-
ENSG00000276626	-
ENSG00000279196	-
ENSG00000231810	-
ENSG00000221829	FANCG
ENSG00000126467	TSKS
ENSG00000102595	UGGT2
ENSG00000236533	-
ENSG00000133937	GSC
ENSG00000261147	-
ENSG00000108588	CCDC47
ENSG00000201710	-
ENSG00000250277	-
ENSG00000219776	-
ENSG00000260913	-
ENSG00000108700	CCL8
ENSG00000221322	-
ENSG00000260761	-
ENSG00000215237	-
ENSG00000249387	-
ENSG00000226405	-
ENSG00000202190	-
ENSG00000134444	RELCH
ENSG00000120049	KCNIP2
ENSG00000274256	-
ENSG00000254824	-
ENSG00000148384	INPP5E
ENSG00000239120	-
ENSG00000277350	-
ENSG00000264881	-
ENSG00000273597	-
ENSG00000201558	-
ENSG00000258766	-
ENSG00000135387	CAPRIN1
ENSG00000243679	-
ENSG00000250267	-
ENSG00000243845	-
ENSG00000254126	CD8B2
ENSG00000186051	TAL2
ENSG00000174450	GOLGA6L2
ENSG00000257141	-
ENSG00000223735	-
ENSG00000162755	KLHDC9
ENSG00000228848	-
ENSG00000255155	-
ENSG00000096872	IFT74
ENSG00000212939	-
ENSG00000271335	-
ENSG00000207287	-
ENSG00000236540	-
ENSG00000259646	-
ENSG00000281357	-
ENSG00000253002	-
ENSG00000142396	-
ENSG00000135940	COX5B
ENSG00000223336	-
ENSG00000181007	ZFP82
ENSG00000255338	-
ENSG00000253762	-
ENSG00000136040	PLXNC1
ENSG00000237171	-
ENSG00000242086	-
ENSG00000069248	NUP133
ENSG00000254573	-
ENSG00000258552	-
ENSG00000226446	-
ENSG00000225814	-
ENSG00000273907	-
ENSG00000259695	-
ENSG00000271329	-
ENSG00000111445	RFC5
ENSG00000263311	-
ENSG00000125743	SNRPD2
ENSG00000213398	LCAT
ENSG00000119514	GALNT12
ENSG00000249602	-
ENSG00000260249	-
ENSG00000233330	-
ENSG00000260870	-
ENSG00000236126	CT47A3
ENSG00000175467	SART1
ENSG00000267673	FDX2
ENSG00000269821	-
ENSG00000247708	-
ENSG00000213070	-
ENSG00000267541	-
ENSG00000258441	-
ENSG00000230990	-
ENSG00000156925	ZIC3
ENSG00000122566	HNRNPA2B1
ENSG00000134940	ACRV1
ENSG00000177981	ASB8
ENSG00000173535	TNFRSF10C
ENSG00000117724	CENPF
ENSG00000180096	SEPTIN1
ENSG00000260520	-
ENSG00000260806	-
ENSG00000205041	-
ENSG00000226920	-
ENSG00000254252	-
ENSG00000278702	-
ENSG00000257434	-
ENSG00000277158	-
ENSG00000164587	RPS14
ENSG00000260461	-
ENSG00000008441	NFIX
ENSG00000158856	DMTN
ENSG00000279166	-
ENSG00000279728	-
ENSG00000267872	-
ENSG00000241002	-
ENSG00000107262	BAG1
ENSG00000137221	TJAP1
ENSG00000267674	-
ENSG00000252000	-
ENSG00000228830	-
ENSG00000104918	RETN
ENSG00000250622	-
ENSG00000221457	-
ENSG00000185033	SEMA4B
ENSG00000270751	-
ENSG00000179930	ZNF648
ENSG00000219392	-
ENSG00000144227	NXPH2
ENSG00000228232	-
ENSG00000236481	-
ENSG00000260475	-
ENSG00000252758	-
ENSG00000272724	-
ENSG00000278218	-
ENSG00000253207	-
ENSG00000205269	TMEM170B
ENSG00000227770	-
ENSG00000171942	OR10H2
ENSG00000232263	KRTAP25-1
ENSG00000241737	-
ENSG00000218283	-
ENSG00000272880	-
ENSG00000253184	-
ENSG00000267555	-
ENSG00000260067	-
ENSG00000225740	-
ENSG00000139977	NAA30
ENSG00000258154	-
ENSG00000124074	ENKD1
ENSG00000235869	-
ENSG00000261815	-
ENSG00000268361	-
ENSG00000238121	-
ENSG00000261080	-
ENSG00000248877	-
ENSG00000226461	-
ENSG00000157851	DPYSL5
ENSG00000054938	CHRDL2
ENSG00000213172	-
ENSG00000255174	-
ENSG00000221574	-
ENSG00000223284	-
ENSG00000201496	-
ENSG00000260077	-
ENSG00000256185	-
ENSG00000248867	-
ENSG00000248343	-
ENSG00000154727	GABPA
ENSG00000254496	-
ENSG00000277837	-
ENSG00000211664	-
ENSG00000272549	-
ENSG00000212489	-
ENSG00000129467	ADCY4
ENSG00000164007	CLDN19
ENSG00000235052	-
ENSG00000242391	-
ENSG00000273570	-
ENSG00000224713	-
ENSG00000258774	-
ENSG00000236807	-
ENSG00000120837	NFYB
ENSG00000277160	-
ENSG00000248360	-
ENSG00000254658	-
ENSG00000234306	-
ENSG00000215441	-
ENSG00000278724	-
ENSG00000157021	-
ENSG00000234289	H2BS1
ENSG00000236472	-
ENSG00000278465	-
ENSG00000260275	-
ENSG00000279536	-
ENSG00000253534	-
ENSG00000276547	PCDHGB5
ENSG00000223076	-
ENSG00000228656	-
ENSG00000242385	-
ENSG00000163539	CLASP2
ENSG00000172935	MRGPRF
ENSG00000258169	-
ENSG00000281696	-
ENSG00000129245	FXR2
ENSG00000176454	LPCAT4
ENSG00000241728	-
ENSG00000238262	-
ENSG00000140474	ULK3
ENSG00000277663	-
ENSG00000224400	-
ENSG00000237461	-
ENSG00000128915	ICE2
ENSG00000197380	DACT3
ENSG00000188175	HEPACAM2
ENSG00000221782	-
ENSG00000166199	ALKBH3
ENSG00000188820	CALHM6
ENSG00000101193	GID8
ENSG00000173801	JUP
ENSG00000225263	-
ENSG00000117143	UAP1
ENSG00000254470	AP5B1
ENSG00000249777	-
ENSG00000179958	DCTPP1
ENSG00000146676	PURB
ENSG00000270318	-
ENSG00000218347	-
ENSG00000277759	-
ENSG00000104879	CKM
ENSG00000212070	-
ENSG00000014138	POLA2
ENSG00000187147	RNF220
ENSG00000112038	OPRM1
ENSG00000256615	-
ENSG00000237520	-
ENSG00000257740	-
ENSG00000083067	TRPM3
ENSG00000206593	-
ENSG00000279989	-
ENSG00000124762	CDKN1A
ENSG00000188916	INSYN2A
ENSG00000118640	VAMP8
ENSG00000162989	KCNJ3
ENSG00000259221	-
ENSG00000078618	NRDC
ENSG00000228000	-
ENSG00000237347	-
ENSG00000183310	OR2T34
ENSG00000260366	-
ENSG00000225781	OR6V1
ENSG00000274828	-
ENSG00000230333	-
ENSG00000111652	COPS7A
ENSG00000263577	-
ENSG00000278416	-
ENSG00000272505	-
ENSG00000277757	-
ENSG00000265047	-
ENSG00000177646	ACAD9
ENSG00000110717	NDUFS8
ENSG00000158578	ALAS2
ENSG00000280266	-
ENSG00000267292	-
ENSG00000263567	-
ENSG00000239703	-
ENSG00000222207	-
ENSG00000234805	-
ENSG00000261914	-
ENSG00000109680	TBC1D19
ENSG00000221204	-
ENSG00000110484	SCGB2A2
ENSG00000214944	ARHGEF28
ENSG00000275352	-
